"MovieTitle","MovieReleaseDate","FirstName","LastName","DateOfBirth"
"The Pianist","2002-01-01","Michal","Zebrowski","1982-03-17"
"Psycho","1960-01-01","Anthony","Perkins","1951-08-02"
"Psycho","1960-01-01","Janet","Leigh","1969-04-12"
"Psycho","1960-01-01","Vera","Miles","1986-08-21"
"Whiplash","2014-01-01","Miles","Teller","1954-03-20"
"Whiplash","2014-01-01","J.K.","Simmons","1965-01-02"
"Whiplash","2014-01-01","Melissa","Benoist","1974-11-08"
"The Lion King","1994-01-01","Rowan","Atkinson","1990-02-26"
"The Lion King","1994-01-01","Matthew","Broderick","1979-07-11"
"The Lion King","1994-01-01","Niketa","Calame-Harris","1977-04-25"
"Gladiator","2000-01-01","Russell","Crowe","1990-08-25"
"Gladiator","2000-01-01","Joaquin","Phoenix","1990-06-02"
"Gladiator","2000-01-01","Connie","Nielsen","1954-11-16"
"American History X","1998-01-01","Edward","Norton","1971-02-26"
"American History X","1998-01-01","Edward","Furlong","1964-02-18"
"American History X","1998-01-01","Beverly","D'Angelo","1966-12-24"
"The Departed","2006-01-01","Leonardo","DiCaprio","1981-10-21"
"The Departed","2006-01-01","Matt","Damon","1983-07-26"
"The Departed","2006-01-01","Jack","Nicholson","1950-04-26"
"The Usual Suspects","1995-01-01","Kevin","Spacey","1954-09-27"
"The Usual Suspects","1995-01-01","Gabriel","Byrne","1988-01-16"
"The Usual Suspects","1995-01-01","Chazz","Palminteri","1989-04-24"
"The Prestige","2006-01-01","Christian","Bale","1987-04-14"
"The Prestige","2006-01-01","Hugh","Jackman","1971-10-12"
"The Prestige","2006-01-01","Scarlett","Johansson","1963-03-26"
"Grave of the Fireflies","1988-01-01","Tsutomu","Tatsumi","1994-08-19"
"Grave of the Fireflies","1988-01-01","Ayano","Shiraishi","1968-07-14"
"Grave of the Fireflies","1988-01-01","Akemi","Yamaguchi","1989-05-14"
"Casablanca","1942-01-01","Humphrey","Bogart","1989-10-07"
"Casablanca","1942-01-01","Ingrid","Bergman","1987-04-12"
"Casablanca","1942-01-01","Paul","Henreid","1987-10-10"
"Modern Times","1936-01-01","Charles","Chaplin","1991-04-20"
"Modern Times","1936-01-01","Paulette","Goddard","1961-10-19"
"Modern Times","1936-01-01","Henry","Bergman","1950-06-12"
"Once Upon a Time in America","1984-01-01","Robert","De Niro","1963-02-02"
"Once Upon a Time in America","1984-01-01","James","Woods","1952-04-20"
"Once Upon a Time in America","1984-01-01","Elizabeth","McGovern","1953-10-01"
"Rear Window","1954-01-01","James","Stewart","1974-04-07"
"Rear Window","1954-01-01","Grace","Kelly","1977-06-06"
"Rear Window","1954-01-01","Wendell","Corey","1961-09-27"
"Alien","1979-01-01","Sigourney","Weaver","1965-09-20"
"Alien","1979-01-01","Tom","Skerritt","1992-04-09"
"Alien","1979-01-01","John","Hurt","1950-06-07"
"City Lights","1931-01-01","Charles","Chaplin","1991-04-20"
"City Lights","1931-01-01","Virginia","Cherrill","1978-12-21"
"City Lights","1931-01-01","Florence","Lee","1974-11-07"
"Cinema Paradiso","1988-01-01","Philippe","Noiret","1984-05-22"
"Cinema Paradiso","1988-01-01","Enzo","Cannavale","1999-12-14"
"Cinema Paradiso","1988-01-01","Antonella","Attili","1973-08-18"
"Memento","2000-01-01","Guy","Pearce","1983-09-05"
"Memento","2000-01-01","Carrie-Anne","Moss","1979-09-07"
"Memento","2000-01-01","Joe","Pantoliano","1963-06-26"
"Apocalypse Now","1979-01-01","Marlon","Brando","1997-07-16"
"Apocalypse Now","1979-01-01","Martin","Sheen","1950-07-16"
"Apocalypse Now","1979-01-01","Robert","Duvall","1970-02-21"
"Django Unchained","2012-01-01","Jamie","Foxx","1989-04-17"
"Django Unchained","2012-01-01","Christoph","Waltz","1960-04-15"
"Django Unchained","2012-01-01","Leonardo","DiCaprio","1981-10-21"
"WALL·E","2008-01-01","Ben","Burtt","1988-12-09"
"WALL·E","2008-01-01","Elissa","Knight","1954-10-25"
"WALL·E","2008-01-01","Jeff","Garlin","1966-08-20"
"The Lives of Others","2006-01-01","Martina","Gedeck","1977-07-11"
"The Lives of Others","2006-01-01","Ulrich","Mühe","1981-02-10"
"The Lives of Others","2006-01-01","Sebastian","Koch","1993-05-08"
"Sunset Blvd.","2012-01-01","Victoria","Ullmann","1992-12-25"
"Paths of Glory","1957-01-01","Kirk","Douglas","1952-01-17"
"Paths of Glory","1957-01-01","Ralph","Meeker","1986-12-20"
"Paths of Glory","1957-01-01","Adolphe","Menjou","1955-10-05"
"The Shining","1980-01-01","Jack","Nicholson","1950-04-26"
"The Shining","1980-01-01","Shelley","Duvall","1974-08-21"
"The Shining","1980-01-01","Danny","Lloyd","1954-10-26"
"The Great Dictator","1940-01-01","Charles","Chaplin","1991-04-20"
"The Great Dictator","1940-01-01","Paulette","Goddard","1961-10-19"
"The Great Dictator","1940-01-01","Jack","Oakie","1998-04-11"
"Witness for the Prosecution","1957-01-01","Tyrone","Power","1998-02-20"
"Witness for the Prosecution","1957-01-01","Marlene","Dietrich","1952-07-08"
"Witness for the Prosecution","1957-01-01","Charles","Laughton","1972-04-26"
"Aliens","1986-01-01","Sigourney","Weaver","1965-09-20"
"Aliens","1986-01-01","Carrie","Henn","1973-09-25"
"Aliens","1986-01-01","Michael","Biehn","1959-03-19"
"American Beauty","1999-01-01","Kevin","Spacey","1954-09-27"
"American Beauty","1999-01-01","Annette","Bening","1996-08-18"
"American Beauty","1999-01-01","Thora","Birch","1980-09-08"
"The Dark Knight Rises","2012-01-01","Christian","Bale","1987-04-14"
"The Dark Knight Rises","2012-01-01","Tom","Hardy","1990-04-26"
"The Dark Knight Rises","2012-01-01","Anne","Hathaway","1991-08-23"
"Dr. Strangelove","2012-01-01","Jack","Snelling","1987-04-18"
"Dr. Strangelove","2012-01-01","Aidan","Keys","1971-03-13"
"Dr. Strangelove","2012-01-01","John","McDermott","1992-06-09"
"Toy Story 3","2010-01-01","Tom","Hanks","1987-04-27"
"Toy Story 3","2010-01-01","Tim","Allen","1972-10-16"
"Toy Story 3","2010-01-01","Joan","Cusack","1976-06-11"
"Princess Mononoke","1997-01-01","Yôji","Matsuda","1995-10-02"
"Princess Mononoke","1997-01-01","Yuriko","Ishida","1969-03-02"
"Princess Mononoke","1997-01-01","Yûko","Tanaka","1982-05-09"
"Braveheart","1995-01-01","James","Robinson","1970-04-26"
"Braveheart","1995-01-01","Sean","Lawlor","1998-05-02"
"Braveheart","1995-01-01","Sandy","Nelson","1966-01-26"
"Amélie","2001-01-01","Audrey","Tautou","1992-03-05"
"Amélie","2001-01-01","Mathieu","Kassovitz","1973-07-15"
"Toy Story","1995-01-01","Tom","Hanks","1987-04-27"
"Toy Story","1995-01-01","Tim","Allen","1972-10-16"
"Toy Story","1995-01-01","Don","Rickles","1988-12-21"
"Reservoir Dogs","1992-01-01","Harvey","Keitel","1961-02-14"
"Reservoir Dogs","1992-01-01","Tim","Roth","1993-10-25"
"Reservoir Dogs","1992-01-01","Michael","Madsen","1973-03-16"
"Your Name.","2016-01-01","Ryûnosuke","Kamiki","1995-12-17"
"Your Name.","2016-01-01","Mone","Kamishiraishi","1981-09-14"
"Your Name.","2016-01-01","Ryo","Narita","1953-12-18"
"Requiem for a Dream","2000-01-01","Ellen","Burstyn","1987-10-08"
"Requiem for a Dream","2000-01-01","Jared","Leto","1972-04-04"
"Requiem for a Dream","2000-01-01","Jennifer","Connelly","1985-08-06"
"Das Boot","1981-01-01","Jürgen","Prochnow","1984-03-07"
"Das Boot","1981-01-01","Herbert","Grönemeyer","1986-06-20"
"Das Boot","1981-01-01","Klaus","Wennemann","1979-04-25"
"Star Wars: Episode VI - Return of the Jedi","1983-01-01","Mark","Hamill","1976-07-21"
"Star Wars: Episode VI - Return of the Jedi","1983-01-01","Harrison","Ford","1965-02-19"
"Star Wars: Episode VI - Return of the Jedi","1983-01-01","Carrie","Fisher","1989-09-20"
"Oldboy","2003-01-01","Choi","Min-sik","1983-04-17"
"Oldboy","2003-01-01","Yoo","Ji-tae","1981-09-03"
"Oldboy","2003-01-01","Kang","Hye-jeong","1987-05-18"
"Singin' in the Rain","1952-01-01","Gene","Kelly","1978-05-06"
"Singin' in the Rain","1952-01-01","Donald","O'Connor","1967-12-02"
"Singin' in the Rain","1952-01-01","Debbie","Reynolds","1951-02-20"
"Coco","2017-01-01","Anthony","Gonzalez","1961-08-28"
"Coco","2017-01-01","Gael","García Bernal","1952-01-10"
"Coco","2017-01-01","Benjamin","Bratt","1995-12-09"
"Bicycle Thieves","1948-01-01","Lamberto","Maggiorani","1976-06-20"
"Bicycle Thieves","1948-01-01","Enzo","Staiola","1961-12-10"
"Bicycle Thieves","1948-01-01","Lianella","Carell","1979-02-21"
"2001: A Space Odyssey","1968-01-01","Keir","Dullea","1976-09-03"
"2001: A Space Odyssey","1968-01-01","Gary","Lockwood","1969-01-16"
"2001: A Space Odyssey","1968-01-01","William","Sylvester","1978-01-20"
"The Sixth Sense","1999-01-01","Bruce","Willis","1957-01-25"
"The Sixth Sense","1999-01-01","Haley","Joel Osment","1987-02-03"
"The Sixth Sense","1999-01-01","Toni","Collette","1970-04-22"
"The Kid","1921-01-01","Charles","Chaplin","1991-04-20"
"The Kid","1921-01-01","Edna","Purviance","1999-02-05"
"The Kid","1921-01-01","Jackie","Coogan","1964-04-12"
"Inglourious Basterds","2009-01-01","Brad","Pitt","1976-01-09"
"Inglourious Basterds","2009-01-01","Mélanie","Laurent","1994-11-03"
"Inglourious Basterds","2009-01-01","Christoph","Waltz","1960-04-15"
"The Hunt","2012-01-01","Mads","Mikkelsen","1952-07-16"
"The Hunt","2012-01-01","Thomas","Bo Larsen","1974-09-16"
"The Hunt","2012-01-01","Annika","Wedderkopp","1971-08-01"
"The Intouchables","2011-01-01","François","Cluzet","1966-05-22"
"The Intouchables","2011-01-01","Omar","Sy","1985-09-09"
"The Intouchables","2011-01-01","Anne","Le Ny","1976-08-04"
"Batman Begins","2005-01-01","Christian","Bale","1987-04-14"
"Batman Begins","2005-01-01","Michael","Caine","1953-03-16"
"Batman Begins","2005-01-01","Liam","Neeson","1985-02-26"
"A Clockwork Orange","1971-01-01","Malcolm","McDowell","1982-07-21"
"A Clockwork Orange","1971-01-01","Patrick","Magee","1979-10-07"
"A Clockwork Orange","1971-01-01","Michael","Bates","1968-03-21"
"Snatch","2000-01-01","Jason","Statham","1961-04-11"
"Snatch","2000-01-01","Brad","Pitt","1976-01-09"
"Snatch","2000-01-01","Stephen","Graham","1951-08-11"
"Amadeus","1984-01-01","F.","Murray Abraham","1954-09-11"
"Amadeus","1984-01-01","Tom","Hulce","1983-04-05"
"Amadeus","1984-01-01","Elizabeth","Berridge","1956-10-09"
"Three Billboards Outside Ebbing, Missouri","2017-01-01","Frances","McDormand","1973-05-15"
"Three Billboards Outside Ebbing, Missouri","2017-01-01","Woody","Harrelson","1954-07-26"
"Three Billboards Outside Ebbing, Missouri","2017-01-01","Sam","Rockwell","1956-01-21"
"Eternal Sunshine of the Spotless Mind","2004-01-01","Jim","Carrey","1984-12-27"
"Eternal Sunshine of the Spotless Mind","2004-01-01","Kate","Winslet","1963-05-22"
"Eternal Sunshine of the Spotless Mind","2004-01-01","Tom","Wilkinson","1994-04-26"
"The Wolf of Wall Street","2013-01-01","Leonardo","DiCaprio","1981-10-21"
"The Wolf of Wall Street","2013-01-01","Jonah","Hill","1971-06-21"
"The Wolf of Wall Street","2013-01-01","Margot","Robbie","1995-07-11"
"The Treasure of the Sierra Madre","1948-01-01","Humphrey","Bogart","1989-10-07"
"The Treasure of the Sierra Madre","1948-01-01","Walter","Huston","1996-05-26"
"The Treasure of the Sierra Madre","1948-01-01","Tim","Holt","1987-10-01"
"North by Northwest","1959-01-01","Cary","Grant","1989-09-03"
"North by Northwest","1959-01-01","Eva","Marie Saint","1953-08-03"
"North by Northwest","1959-01-01","James","Mason","1988-04-26"
"V for Vendetta","2005-01-01","Hugo","Weaving","1956-10-18"
"V for Vendetta","2005-01-01","Natalie","Portman","1971-08-12"
"V for Vendetta","2005-01-01","Rupert","Graves","1990-08-21"
"Raiders of the Lost Ark","1981-01-01","Harrison","Ford","1965-02-19"
"Raiders of the Lost Ark","1981-01-01","Karen","Allen","1971-05-16"
"Raiders of the Lost Ark","1981-01-01","Paul","Freeman","1986-10-12"
"The Thing","1982-01-01","Kurt","Russell","1950-01-21"
"The Thing","1982-01-01","Wilford","Brimley","1983-01-27"
"The Thing","1982-01-01","Keith","David","1971-09-10"
"Scarface","1983-01-01","Al","Pacino","1957-06-26"
"Scarface","1983-01-01","Michelle","Pfeiffer","1992-03-20"
"Scarface","1983-01-01","Steven","Bauer","1956-08-20"
"No Country for Old Men","2007-01-01","Tommy","Lee Jones","1987-04-21"
"No Country for Old Men","2007-01-01","Javier","Bardem","1978-04-15"
"No Country for Old Men","2007-01-01","Josh","Brolin","1950-06-20"
"Jaws","1975-01-01","Roy","Scheider","1953-02-20"
"Jaws","1975-01-01","Robert","Shaw","1957-02-21"
"Jaws","1975-01-01","Richard","Dreyfuss","1986-08-07"
"Raging Bull","1980-01-01","Robert","De Niro","1963-02-02"
"Raging Bull","1980-01-01","Cathy","Moriarty","1992-09-14"
"Raging Bull","1980-01-01","Joe","Pesci","1968-06-09"
"Lock, Stock and Two Smoking Barrels","1998-01-01","Jason","Flemyng","1961-04-18"
"Lock, Stock and Two Smoking Barrels","1998-01-01","Dexter","Fletcher","1965-02-20"
"Lock, Stock and Two Smoking Barrels","1998-01-01","Nick","Moran","1980-04-12"
"Fargo","1996-01-01","William","H. Macy","1995-01-25"
"Fargo","1996-01-01","Frances","McDormand","1973-05-15"
"Fargo","1996-01-01","Steve","Buscemi","1963-08-19"
"The Elephant Man","1980-01-01","Anthony","Hopkins","1951-08-02"
"The Elephant Man","1980-01-01","John","Hurt","1950-06-07"
"The Elephant Man","1980-01-01","Anne","Bancroft","1983-08-23"
"The Sting","1973-01-01","Paul","Newman","1998-10-12"
"The Sting","1973-01-01","Robert","Redford","1964-02-19"
"The Sting","1973-01-01","Robert","Shaw","1957-02-21"
"The Apartment","1960-01-01","Jack","Lemmon","1975-04-26"
"The Apartment","1960-01-01","Shirley","MacLaine","1980-08-16"
"The Apartment","1960-01-01","Fred","MacMurray","1980-05-23"
"The Iron Giant","1999-01-01","Eli","Marienthal","1993-10-10"
"The Iron Giant","1999-01-01","Harry","Connick Jr.","1975-02-21"
"The Iron Giant","1999-01-01","Jennifer","Aniston","1981-08-26"
"Good Will Hunting","1997-01-01","Matt","Damon","1983-07-26"
"Good Will Hunting","1997-01-01","Ben","Affleck","1993-12-11"
"Good Will Hunting","1997-01-01","Stellan","Skarsgård","1967-08-19"
"Die Hard","1988-01-01","Bruce","Willis","1957-01-25"
"Die Hard","1988-01-01","Alan","Rickman","1971-06-12"
"Die Hard","1988-01-01","Bonnie","Bedelia","1963-10-07"
"Indiana Jones and the Last Crusade","1989-01-01","Harrison","Ford","1965-02-19"
"Indiana Jones and the Last Crusade","1989-01-01","Sean","Connery","1957-05-12"
"Indiana Jones and the Last Crusade","1989-01-01","Alison","Doody","1957-06-26"
"The General","1926-01-01","Buster","Keaton","1971-04-26"
"The General","1926-01-01","Marion","Mack","1976-07-11"
"The General","1926-01-01","Glen","Cavender","1980-12-20"
"The Grand Budapest Hotel","2014-01-01","Ralph","Fiennes","1997-12-21"
"The Grand Budapest Hotel","2014-01-01","F.","Murray Abraham","1954-09-11"
"The Grand Budapest Hotel","2014-01-01","Mathieu","Amalric","1996-07-09"
"The Deer Hunter","1978-01-01","Robert","De Niro","1963-02-02"
"The Deer Hunter","1978-01-01","John","Cazale","1973-06-14"
"The Deer Hunter","1978-01-01","John","Savage","1980-06-09"
"The Third Man","1949-01-01","Orson","Welles","1981-02-21"
"The Third Man","1949-01-01","Joseph","Cotten","1970-06-16"
"The Third Man","1949-01-01","Alida","Valli","1961-06-18"
"The Incredibles","2004-01-01","Craig","T. Nelson","1953-02-26"
"The Incredibles","2004-01-01","Samuel","L. Jackson","1964-01-26"
"The Incredibles","2004-01-01","Holly","Hunter","1982-04-20"
"The Exorcist","1973-01-01","Ellen","Burstyn","1987-10-08"
"The Exorcist","1973-01-01","Max","von Sydow","1981-07-07"
"The Exorcist","1973-01-01","Linda","Blair","1960-02-24"
"Warrior","2011-01-01","Tom","Hardy","1990-04-26"
"Warrior","2011-01-01","Nick","Nolte","1985-04-22"
"Warrior","2011-01-01","Joel","Edgerton","1950-06-26"
"Trainspotting","1996-01-01","Ewan","McGregor","1967-09-02"
"Trainspotting","1996-01-01","Ewen","Bremner","1996-09-20"
"Trainspotting","1996-01-01","Jonny","Lee Miller","1981-06-20"
"Children of Men","2006-01-01","Juan","Gabriel Yacuzzi","1957-12-04"
"Children of Men","2006-01-01","Mishal","Husain","1954-03-20"
"Children of Men","2006-01-01","Rob","Curling","1997-02-18"
"The Princess Bride","1987-01-01","Cary","Elwes","1993-09-21"
"The Princess Bride","1987-01-01","Mandy","Patinkin","1967-07-20"
"The Princess Bride","1987-01-01","Chris","Sarandon","1959-04-26"
"The Terminator","1984-01-01","Arnold","Schwarzenegger","1961-12-20"
"The Terminator","1984-01-01","Linda","Hamilton","1998-02-26"
"The Terminator","1984-01-01","Michael","Biehn","1959-03-19"
"The Graduate","1967-01-01","Dustin","Hoffman","1966-06-12"
"The Graduate","1967-01-01","Anne","Bancroft","1983-08-23"
"The Graduate","1967-01-01","Katharine","Ross","1974-05-07"
"Inside Out","2015-01-01","Amy","Poehler","1996-07-20"
"Inside Out","2015-01-01","Phyllis","Smith","1990-05-25"
"Inside Out","2015-01-01","Richard","Kind","1973-08-15"
"The Gold Rush","1925-01-01","Charles","Chaplin","1991-04-20"
"The Gold Rush","1925-01-01","Mack","Swain","1976-07-20"
"The Gold Rush","1925-01-01","Tom","Murray","1976-04-23"
"The Man Who Shot Liberty Valance","1962-01-01","James","Stewart","1974-04-07"
"The Man Who Shot Liberty Valance","1962-01-01","John","Wayne","1997-06-16"
"The Man Who Shot Liberty Valance","1962-01-01","Vera","Miles","1986-08-21"
"The Wizard of Oz","1939-01-01","Judy","Garland","1991-12-15"
"The Wizard of Oz","1939-01-01","Frank","Morgan","1992-05-12"
"The Wizard of Oz","1939-01-01","Ray","Bolger","1985-12-20"
"The Hangover","2009-01-01","Zach","Galifianakis","1991-08-25"
"The Hangover","2009-01-01","Bradley","Cooper","1955-01-20"
"The Hangover","2009-01-01","Justin","Bartha","1963-12-06"
"On the Waterfront","1954-01-01","Marlon","Brando","1997-07-16"
"On the Waterfront","1954-01-01","Karl","Malden","1969-05-16"
"On the Waterfront","1954-01-01","Lee","J. Cobb","1986-10-01"
"Cool Hand Luke","1967-01-01","Paul","Newman","1998-10-12"
"Cool Hand Luke","1967-01-01","George","Kennedy","1951-05-26"
"Cool Hand Luke","1967-01-01","Strother","Martin","1960-08-20"
"The Passion of Joan of Arc","1928-01-01","Maria","Falconetti","1955-07-26"
"The Passion of Joan of Arc","1928-01-01","Eugene","Silvain","1959-07-20"
"The Passion of Joan of Arc","1928-01-01","André","Berley","1965-08-27"
"Up","2009-01-01","Edward","Asner","1986-02-20"
"Up","2009-01-01","Jordan","Nagai","1968-06-07"
"Up","2009-01-01","John","Ratzenberger","1990-06-20"
"The 400 Blows","1959-01-01","Jean-Pierre","Léaud","1997-08-22"
"The 400 Blows","1959-01-01","Albert","Rémy","1979-06-07"
"The 400 Blows","1959-01-01","Claire","Maurier","1999-08-20"
"Heat","1995-01-01","Al","Pacino","1957-06-26"
"Heat","1995-01-01","Robert","De Niro","1963-02-02"
"Heat","1995-01-01","Val","Kilmer","1985-04-20"
"Double Indemnity","1944-01-01","Fred","MacMurray","1980-05-23"
"Double Indemnity","1944-01-01","Barbara","Stanwyck","1967-08-11"
"Double Indemnity","1944-01-01","Edward","G. Robinson","1972-02-26"
"The Wild Bunch","1969-01-01","William","Holden","1953-01-16"
"The Wild Bunch","1969-01-01","Ernest","Borgnine","1977-04-16"
"The Wild Bunch","1969-01-01","Robert","Ryan","1964-02-12"
"The Battle of Algiers","1966-01-01","Brahim","Hadjadj","1955-01-11"
"The Battle of Algiers","1966-01-01","Jean","Martin","1983-08-20"
"The Battle of Algiers","1966-01-01","Yacef","Saadi","1952-07-10"
"The Wages of Fear","1953-01-01","Yves","Montand","1976-04-15"
"The Wages of Fear","1953-01-01","Charles","Vanel","1990-04-14"
"The Wages of Fear","1953-01-01","Peter","van Eyck","1997-02-11"
"L.A. Confidential","1997-01-01","Kevin","Spacey","1954-09-27"
"L.A. Confidential","1997-01-01","Russell","Crowe","1990-08-25"
"L.A. Confidential","1997-01-01","Guy","Pearce","1983-09-05"
"The Bridge on the River Kwai","1957-01-01","William","Holden","1953-01-16"
"The Bridge on the River Kwai","1957-01-01","Alec","Guinness","1999-06-07"
"The Bridge on the River Kwai","1957-01-01","Jack","Hawkins","1984-04-02"
"Dog Day Afternoon","1975-01-01","Al","Pacino","1957-06-26"
"Dog Day Afternoon","1975-01-01","John","Cazale","1973-06-14"
"Dog Day Afternoon","1975-01-01","Penelope","Allen","1998-02-16"
"The Night of the Hunter","1955-01-01","Robert","Mitchum","1981-02-03"
"The Night of the Hunter","1955-01-01","Shelley","Winters","1956-08-06"
"The Night of the Hunter","1955-01-01","Lillian","Gish","1986-02-24"
"The Day the Earth Stood Still","2008-01-01","Keanu","Reeves","1950-09-21"
